"Geographic Level","Geographic Name","Demographic Level","Demographic Name","Indicator_label","Indicator_category_label","Month_Week","Week_ending","Current_Season_Week_Ending_Label","Estimate","CI_Half_width_95pct","Unweighted Sample Size","Weighted Sample Size","Legend_Label","Indicator_Category_Label_Sort","Demographic_Level_Sort_Order","Geography_name_order","Geography_Level_Sort_Order","Season_Sort","Legend_Sort","suppression_flag","influenza_season"
"State","West Virginia","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","54.6443","15.9293","49","378256","2025-2026, West Virginia. Overall (6 months-17 years)","4","1","63","3","1","1630101","0","2025-2026"
"National","National","Age","5-12 years","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","32.9677","4.628","1013","32696836","2025-2026, National. Age: 5-12 years","4","2","1","1","1","1010208","0","2025-2026"
"State","Puerto Rico","Overall","Overall","4-level vaccination and intent","Received a vaccination","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","14.248","2.5707","1512","471665","2025-2026, Puerto Rico. Overall (6 months-17 years)","1","1","52","3","1","1520101","0","2025-2026"
"National","National","Mother's Education","High school or equivalent","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","38.2654","7.2075","496","13133979","2025-2026, National. Mother's Education: High school or equivalent","4","3","1","1","1","1010311","0","2025-2026"
"State","Washington","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08",,,"16","623861","2025-2026, Washington. Overall (6 months-17 years)","2","1","62","3","1","1620101","1","2025-2026"
"State","New Hampshire","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","19.9861","12.81","53","380019","2025-2026, New Hampshire. Overall (6 months-17 years)","3","1","42","3","1","1420101","0","2025-2026"
"State","New Mexico","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","15.364","14.0472","52","370311","2025-2026, New Mexico. Overall (6 months-17 years)","3","1","44","3","1","1440101","0","2025-2026"
"Substate","Illinois-Rest of State","Overall","Overall","4-level vaccination and intent","Received a vaccination","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","33.6227","5.5619","816","2105733","2025-2026, Illinois-Rest of State. Overall (6 months-17 years)","1","1","67","4","1","1670101","0","2025-2026"
"Substate","Texas-Rest of State","Overall","Overall","4-level vaccination and intent","Received a vaccination","November Week 4","2023 Nov 25 12:00:00 AM","2025-11-22","38.1647","2.4996","3776","3431520","2023-2024, Texas-Rest of State. Overall (6 months-17 years)","1","1","74","4","3","3740101","0","2023-2024"
"Substate","Texas-Rest of State","Overall","Overall","Up-to-date","Yes","November Week 4","2023 Nov 25 12:00:00 AM","2025-11-22","38.1647","2.4996","3776","3431520","2023-2024, Texas-Rest of State. Overall (6 months-17 years)",,"1","74","4","3","3740101","0","2023-2024"
"State","Colorado","Overall","Overall","4-level vaccination and intent","Received a vaccination","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08",,,"589","523970","2025-2026, Colorado. Overall (6 months-17 years)","1","1","17","3","1","1170101","1","2025-2026"
"State","New Mexico","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","16.4943","14.1434","52","370311","2025-2026, New Mexico. Overall (6 months-17 years)","2","1","44","3","1","1440101","0","2025-2026"
"State","West Virginia","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","9.8077","11.7551","49","378256","2025-2026, West Virginia. Overall (6 months-17 years)","2","1","63","3","1","1630101","0","2025-2026"
"State","Ohio","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","9.8413","9.2546","76","2054090","2025-2026, Ohio. Overall (6 months-17 years)","3","1","48","3","1","1480101","0","2025-2026"
"State","North Carolina","Overall","Overall","Up-to-date","Yes","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","29.9046","5.7201","628","1971861","2025-2026, North Carolina. Overall (6 months-17 years)",,"1","46","3","1","1460101","0","2025-2026"
"State","Florida","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","48.323","15.4537","62","2751001","2025-2026, Florida. Overall (6 months-17 years)","4","1","21","3","1","1210101","0","2025-2026"
"State","Pennsylvania","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","13.5587","7.5139","103","1827846","2025-2026, Pennsylvania. Overall (6 months-17 years)","2","1","51","3","1","1510101","0","2025-2026"
"Substate","New York-New York City","Overall","Overall","Up-to-date","Yes","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","35.0187","7.1268","479","1743847","2025-2026, New York-New York City. Overall (6 months-17 years)",,"1","68","4","1","1680101","0","2025-2026"
"National","National","Race and Ethnicity","White, Non-Hispanic","4-level vaccination and intent","Received a vaccination","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","31.323","1.4675","22668","33940883","2025-2026, National. Race/Ethnicity: White, Non-Hispanic","1","5","1","1","1","1010520","0","2025-2026"
"State","Connecticut","Overall","Overall","Up-to-date","Yes","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","50.9645","5.7458","915","748108","2025-2026, Connecticut. Overall (6 months-17 years)",,"1","18","3","1","1180101","0","2025-2026"
"State","Nebraska","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","19.6891","11.9825","61","774977","2025-2026, Nebraska. Overall (6 months-17 years)","3","1","40","3","1","1400101","0","2025-2026"
"State","Massachusetts","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","6.5098","8.8364","40","994032","2025-2026, Massachusetts. Overall (6 months-17 years)","4","1","34","3","1","1340101","0","2025-2026"
"State","North Dakota","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","14.1631","15.4694","47","454275","2025-2026, North Dakota. Overall (6 months-17 years)","3","1","47","3","1","1470101","0","2025-2026"
"Substate","Pennsylvania-Philadelphia County","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","18.0668","17.1082","43","286691","2025-2026, Pennsylvania-Philadelphia County. Overall (6 months-17 years)","3","1","70","4","1","1700101","0","2025-2026"
"National","National","Urbanicity","Rural (Non-MSA)","4-level vaccination and intent","Probably will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","13.3881","4.3312","579","9522998","2025-2026, National. Urbanicity: Rural (Non-MSA)","3","6","1","1","1","1010622","0","2025-2026"
"Substate","New York-Rest of State","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","14.1493","13.6838","55","1840743","2025-2026, New York-Rest of State. Overall (6 months-17 years)","3","1","69","4","1","1690101","0","2025-2026"
"National","National","Age","5-17 years","4-level vaccination and intent","Definitely will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","16.1098","2.762","2103","54533406","2025-2026, National. Age: 5-17 years","2","2","1","1","1","1010205","0","2025-2026"
"State","Ohio","Overall","Overall","Up-to-date","Yes","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","25.4507","4.9886","772","2054090","2025-2026, Ohio. Overall (6 months-17 years)",,"1","48","3","1","1480101","0","2025-2026"
"National","National","Urbanicity","Urban (MSA Principal City)","4-level vaccination and intent","Received a vaccination","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","36.5359","2.5718","10438","17450443","2025-2026, National. Urbanicity: Urban MSA Principal City","1","6","1","1","1","1010624","0","2025-2026"
"National","National","Age","6 months-4 years","4-level vaccination and intent","Received a vaccination","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","38.1446","2.327","12207","16789524","2025-2026, National. Age: 6 months-4 years","1","2","1","1","1","1010203","0","2025-2026"
"National","National","Poverty Status","Below Poverty","Up-to-date","Yes","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","31.9555","2.7899","5434","11764060","2025-2026, National. Poverty Status: Below Poverty",,"4","1","1","1","1010416","0","2025-2026"
"State","Missouri","Overall","Overall","Up-to-date","Yes","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","29.0389","6.0699","533","1236019","2025-2026, Missouri. Overall (6 months-17 years)",,"1","38","3","1","1380101","0","2025-2026"
"State","Tennessee","Overall","Overall","4-level vaccination and intent","Received a vaccination","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","20.8167","4.1488","805","2500160","2025-2026, Tennessee. Overall (6 months-17 years)","1","1","56","3","1","1560101","0","2025-2026"
"National","National","Age","5-11 years","Up-to-date","Yes","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","35.3587","2.3755","11487","28528610","2025-2026, National. Age: 5-11 years",,"2","1","1","1","1010206","0","2025-2026"
"State","North Dakota","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","31.4941","23.0549","47","454275","2025-2026, North Dakota. Overall (6 months-17 years)","4","1","47","3","1","1470101","0","2025-2026"
"State","Missouri","Overall","Overall","4-level vaccination and intent","Received a vaccination","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","29.0389","6.0699","533","1236019","2025-2026, Missouri. Overall (6 months-17 years)","1","1","38","3","1","1380101","0","2025-2026"
"State","Connecticut","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","15.6807","14.0546","46","748108","2025-2026, Connecticut. Overall (6 months-17 years)","3","1","18","3","1","1180101","0","2025-2026"
"State","Illinois","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","20.2444","11.0051","121","2663218","2025-2026, Illinois. Overall (6 months-17 years)","3","1","26","3","1","1260101","0","2025-2026"
"Region","Region 1","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","17.3781","6.586","309","2826364","2025-2026, Region 1. Overall (6 months-17 years)","3","1","2","2","1","1020101","0","2025-2026"
"State","Massachusetts","Overall","Overall","4-level vaccination and intent","Received a vaccination","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","46.4087","5.8685","637","994032","2025-2026, Massachusetts. Overall (6 months-17 years)","1","1","34","3","1","1340101","0","2025-2026"
"Region","Region 7","Overall","Overall","4-level vaccination and intent","Received a vaccination","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","31.0616","3.2263","2345","3198699","2025-2026, Region 7. Overall (6 months-17 years)","1","1","8","2","1","1080101","0","2025-2026"
"State","Alaska","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","31.6511","21.3885","57","531970","2025-2026, Alaska. Overall (6 months-17 years)","4","1","13","3","1","1130101","0","2025-2026"
"State","Iowa","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","41.1804","22.5239","33","658167","2025-2026, Iowa. Overall (6 months-17 years)","4","1","28","3","1","1280101","0","2025-2026"
"State","West Virginia","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","November Week 4","2023 Nov 25 12:00:00 AM","2025-11-22","40.8495","10.1736","145","235334","2023-2024, West Virginia. Overall (6 months-17 years)","4","1","63","3","3","3630101","0","2023-2024"
"State","West Virginia","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","November Week 4","2023 Nov 25 12:00:00 AM","2025-11-22","6.3386","4.3324","145","235334","2023-2024, West Virginia. Overall (6 months-17 years)","2","1","63","3","3","3630101","0","2023-2024"
"State","West Virginia","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","November Week 4","2023 Nov 25 12:00:00 AM","2025-11-22","17.0194","8.0705","145","235334","2023-2024, West Virginia. Overall (6 months-17 years)","3","1","63","3","3","3630101","0","2023-2024"
"State","West Virginia","Overall","Overall","4-level vaccination and intent","Received a vaccination","November Week 4","2023 Nov 25 12:00:00 AM","2025-11-22","35.7925","2.9661","2867","235334","2023-2024, West Virginia. Overall (6 months-17 years)","1","1","63","3","3","3630101","0","2023-2024"
"State","Oregon","Overall","Overall","Up-to-date","Yes","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","31.0564","5.3465","563","1249005","2025-2026, Oregon. Overall (6 months-17 years)",,"1","50","3","1","1500101","0","2025-2026"
"Region","Region 7","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","11.3323","5.389","195","3198699","2025-2026, Region 7. Overall (6 months-17 years)","2","1","8","2","1","1080101","0","2025-2026"
"Region","Region 4","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","November Week 2","2025 Nov 08 12:00:00 AM","2025-11-08","16.791","4.5042","496","14591404","2025-2026, Region 4. Overall (6 months-17 years)","3","1","5","2","1","1050101","0","2025-2026"
